seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	112847263	112847420	158	*	X1325	6128	112842994	112847443	4450	-	0	inside	22	RPL6
chr12	112856538	112856703	166	*	X1326	5781	112856536	112947717	91182	+	0	inside	1	PTPN11
chr12	11323736	11324317	582	*	X1327	100129361	11323780	11328619	4840	+	0	overlapStart	0	SMIM10L1
chr12	11323736	11324317	582	*	X1327	100533464	10998448	11324224	325777	-	0	overlapStart	0	PRH1-PRR4
chr12	113623115	113623627	513	*	X1328	79039	113594978	113623284	28307	-	0	overlapStart	0	DDX54
chr12	113623115	113623627	513	*	X1328	84934	113623555	113630119	6565	+	0	overlapStart	0	RITA1
chr12	113772804	113772826	23	*	X1329	80024	113736571	113772925	36355	-	0	inside	98	SLC8B1
chr1	211432215	211432545	331	*	X1330	55758	211432708	211489725	57018	+	162	upstream	162	RCOR3
chr1	211432693	211432754	62	*	X1331	55758	211432708	211489725	57018	+	0	overlapStart	0	RCOR3
chr12	114404064	114404078	15	*	X1332	9904	114254543	114404176	149634	-	0	inside	97	RBM19
chr12	114404123	114404147	25	*	X1333	9904	114254543	114404176	149634	-	0	inside	28	RBM19
chr1	211555926	211555975	50	*	X1334	84791	211556097	211605877	49781	+	121	upstream	121	LINC00467
chr1	211556085	211556328	244	*	X1335	84791	211556097	211605877	49781	+	0	overlapStart	0	LINC00467
chr12	117175764	117175785	22	*	X1337	79794	117153596	117175843	22248	-	0	inside	57	SPRING1
chr12	117175764	117175785	22	*	X1337	84900	117176096	117291436	115341	+	310	upstream	310	RNFT2
chr12	117348570	117348960	391	*	X1338	26259	117348761	117468953	120193	+	0	overlapStart	0	FBXW8
chr1	211751765	211751828	64	*	X1339	7779	211748381	211752099	3719	-	0	inside	270	SLC30A1
chr1	211751889	211751936	48	*	X1340	7779	211748381	211752099	3719	-	0	inside	162	SLC30A1
chr1	211752411	211752499	89	*	X1341	7779	211748381	211752099	3719	-	311	upstream	311	SLC30A1
chr12	117628089	117628292	204	*	X1342	23014	117581585	117628300	46716	-	0	inside	7	FBXO21
chr12	118573749	118574046	298	*	X1343	5037	118573870	118583390	9521	+	0	overlapStart	0	PEBP1
chr12	120105743	120105842	100	*	X1344	5564	120105757	120119429	13673	+	0	overlapStart	0	PRKAB1
chr12	120554885	120554909	25	*	X1345	11021	120532899	120554643	21745	-	241	upstream	241	RAB35
chr12	120554937	120554954	18	*	X1346	11021	120532899	120554643	21745	-	293	upstream	293	RAB35
chr12	120632343	120632377	35	*	X1347	10985	120565014	120632513	67500	-	0	inside	135	GCN1
chr12	120632390	120632494	105	*	X1348	10985	120565014	120632513	67500	-	0	inside	18	GCN1
chr12	120884090	120884363	274	*	X1355	283459	120884241	120901556	17316	+	0	overlapStart	0	GATC
chr12	120884090	120884363	274	*	X1355	51499	120881764	120884215	2452	-	0	overlapStart	0	TRIAP1
chr12	120907489	120907547	59	*	X1356	8655	120907660	120936298	28639	+	112	upstream	112	DYNLL1
chr12	120907489	120907547	59	*	X1356	8683	120899471	120907558	8088	-	0	inside	10	SRSF9
chr12	120907666	120907706	41	*	X1357	8655	120907660	120936298	28639	+	0	inside	5	DYNLL1
chr12	120907666	120907706	41	*	X1357	8683	120899471	120907558	8088	-	107	upstream	107	SRSF9
chr12	120933870	120934038	169	*	X1358	100506668	120928141	120933749	5609	-	120	upstream	120	NRAV
chr12	120966809	120967034	226	*	X1359	84274	120941082	120966964	25883	-	0	overlapStart	0	COQ5
chr12	121124567	121124770	204	*	X1360	9761	121124949	121139667	14719	+	178	upstream	178	MLEC
chr12	121125020	121125048	29	*	X1361	9761	121124949	121139667	14719	+	0	inside	70	MLEC
chr12	121125218	121125342	125	*	X1362	9761	121124949	121139667	14719	+	0	inside	268	MLEC
chr12	121148369	121148381	13	*	X1363	84747	121148238	121161443	13206	+	0	inside	130	UNC119B
chr12	121148412	121148447	36	*	X1364	84747	121148238	121161443	13206	+	0	inside	173	UNC119B
chr12	121454148	121454176	29	*	X1365	64897	121440848	121454300	13453	-	0	inside	123	C12orf43
chr12	121454282	121454285	4	*	X1366	64897	121440848	121454300	13453	-	0	inside	14	C12orf43
chr12	121647922	121648178	257	*	X1367	5025	121647664	121671909	24246	+	0	inside	257	P2RX4
chr12	122150719	122150729	11	*	X1374	144404	122150658	122219974	69317	+	0	inside	60	TMEM120B
chr12	122150814	122150824	11	*	X1375	144404	122150658	122219974	69317	+	0	inside	155	TMEM120B
chr12	122326666	122326817	152	*	X1376	3242	122277433	122326517	49085	-	148	upstream	148	HPD
chr12	122326666	122326817	152	*	X1376	5715	122326637	122355771	29135	+	0	inside	28	PSMD9
chr12	122459793	122460027	235	*	X1377	605	122459861	122499950	40090	+	0	overlapStart	0	BCL7A
chr12	122460053	122460066	14	*	X1378	605	122459861	122499950	40090	+	0	inside	191	BCL7A
chr12	122750819	122751192	374	*	X1379	65082	122692209	122751068	58860	-	0	overlapStart	0	VPS33A
chr12	122907032	122907050	19	*	X1380	6249	122755981	122907116	151136	-	0	inside	65	CLIP1
chr12	122907067	122907100	34	*	X1381	6249	122755981	122907116	151136	-	0	inside	15	CLIP1
chr12	122985391	122985521	131	*	X1382	55596	122956146	122985543	29398	-	0	inside	21	ZCCHC8
chr12	123011125	123011548	424	*	X1383	65117	122989190	123011560	22371	-	0	inside	11	RSRC2
chr12	123011125	123011548	424	*	X1383	9735	123011809	123110947	99139	+	260	upstream	260	KNTC1
chr12	123011567	123011585	19	*	X1384	65117	122989190	123011560	22371	-	6	upstream	6	RSRC2
chr12	123011567	123011585	19	*	X1384	9735	123011809	123110947	99139	+	223	upstream	223	KNTC1
chr12	123011757	123011770	14	*	X1385	65117	122989190	123011560	22371	-	196	upstream	196	RSRC2
chr12	123011757	123011770	14	*	X1385	9735	123011809	123110947	99139	+	38	upstream	38	KNTC1
chr12	123237242	123237434	193	*	X1386	8562	123237371	123255953	18583	+	0	overlapStart	0	DENR
chr12	123380453	123380653	201	*	X1387	79720	123349875	123380712	30838	-	0	inside	58	VPS37B
chr12	123459255	123459356	102	*	X1388	79676	123459354	123464588	5235	+	0	overlapStart	0	OGFOD2
chr12	123459743	123459875	133	*	X1389	23457	123405498	123459752	54255	-	0	overlapStart	0	ABCB9
chr12	123459889	123459919	31	*	X1390	23457	123405498	123459752	54255	-	136	upstream	136	ABCB9
chr12	123465010	123465457	448	*	X1391	51329	123464880	123467460	2581	+	0	inside	129	ARL6IP4
chr12	123717598	123717710	113	*	X1393	10198	123640946	123717658	76713	-	0	overlapStart	0	MPHOSPH9
chr12	123717598	123717710	113	*	X1393	91574	123717844	123742506	24663	+	133	upstream	133	MTRFR
chr12	123756504	123756729	226	*	X1394	8099	123745517	123756863	11347	-	0	inside	133	CDK2AP1
chr12	123849303	123849375	73	*	X1396	55206	123773656	123849388	75733	-	0	inside	12	SBNO1
chr12	123849500	123849562	63	*	X1397	55206	123773656	123849388	75733	-	111	upstream	111	SBNO1
chr12	123942617	123942638	22	*	X1398	11066	123942651	123956909	14259	+	12	upstream	12	SNRNP35
chr12	123942652	123943016	365	*	X1399	11066	123942651	123956909	14259	+	0	inside	0	SNRNP35
chr12	124068869	124069022	154	*	X1400	10959	124069076	124082688	13613	+	53	upstream	53	TMED2
chr12	124069124	124069140	17	*	X1401	10959	124069076	124082688	13613	+	0	inside	47	TMED2
chr12	124086350	124086860	511	*	X1402	57696	124086672	124105482	18811	+	0	overlapStart	0	DDX55
chr12	124118081	124118154	74	*	X1403	1967	124105570	124118323	12754	-	0	inside	168	EIF2B1
chr12	124118081	124118154	74	*	X1403	2967	124118286	124147151	28866	+	131	upstream	131	GTF2H3
chr12	124118352	124118503	152	*	X1404	1967	124105570	124118323	12754	-	28	upstream	28	EIF2B1
chr12	124118352	124118503	152	*	X1404	2967	124118286	124147151	28866	+	0	inside	65	GTF2H3
chr12	12419784	12420462	679	*	X1405	4040	12268961	12419811	150851	-	0	overlapStart	0	LRP6
chr1	212458786	212459133	348	*	X1406	5525	212458879	212535205	76327	+	0	overlapStart	0	PPP2R5A
chr1	212459145	212459664	520	*	X1407	5525	212458879	212535205	76327	+	0	inside	265	PPP2R5A
chr12	12503128	12503177	50	*	X1409	54682	12482218	12503169	20952	-	0	overlapStart	0	MANSC1
chr12	12510069	12510163	95	*	X1410	118426	12510020	12619838	109819	+	0	inside	48	BORCS5
chr12	12510069	12510163	95	*	X1410	503693	12508342	12510001	1660	-	67	upstream	67	LOH12CR2
chr12	125398535	125399611	1077	*	X1411	100847004	125400093	125400205	113	+	481	upstream	481	MIR5188
chr12	125398535	125399611	1077	*	X1411	7316	125396192	125399587	3396	-	0	overlapStart	0	UBC
chr12	125478399	125478432	34	*	X1416	140707	125478194	125510349	32156	+	0	inside	204	BRI3BP
chr12	125478446	125478526	81	*	X1417	140707	125478194	125510349	32156	+	0	inside	251	BRI3BP
chr1	212588037	212588231	195	*	X1418	55248	212537816	212588267	50452	-	0	inside	35	PACC1
chr12	12764522	12765049	528	*	X1419	1389	12764831	12798041	33211	+	0	overlapStart	0	CREBL2
chr12	12870179	12870192	14	*	X1422	1027	12870302	12875305	5004	+	109	upstream	109	CDKN1B
chr12	12870278	12870318	41	*	X1423	1027	12870302	12875305	5004	+	0	overlapStart	0	CDKN1B
chr12	12870398	12870457	60	*	X1424	1027	12870302	12875305	5004	+	0	inside	95	CDKN1B
chr12	12877915	12878524	610	*	X1425	51202	12878851	12982915	104065	+	326	upstream	326	DDX47
chr12	12877915	12878524	610	*	X1425	81575	12878851	12944399	65549	+	326	upstream	326	APOLD1
chr12	12878852	12878943	92	*	X1426	51202	12878851	12982915	104065	+	0	inside	0	DDX47
chr12	12878852	12878943	92	*	X1426	81575	12878851	12944399	65549	+	0	inside	0	APOLD1
chr1	212964830	212965146	317	*	X1428	128387	212965170	212990167	24998	+	23	upstream	23	TATDN3
chr1	212964830	212965146	317	*	X1428	25936	212899495	212965139	65645	-	0	overlapStart	0	NSL1
chr1	212965223	212965405	183	*	X1429	128387	212965170	212990167	24998	+	0	inside	52	TATDN3
chr1	212965223	212965405	183	*	X1429	25936	212899495	212965139	65645	-	83	upstream	83	NSL1
chr1	213031610	213031634	25	*	X1431	28982	213031597	213072705	41109	+	0	inside	12	FLVCR1
chr1	213031610	213031634	25	*	X1431	642946	213029946	213031480	1535	-	129	upstream	129	FLVCR1-DT
chr1	213031687	213031713	27	*	X1432	28982	213031597	213072705	41109	+	0	inside	89	FLVCR1
chr1	213031687	213031713	27	*	X1432	642946	213029946	213031480	1535	-	206	upstream	206	FLVCR1-DT
chr12	131356575	131356679	105	*	X1434	5901	131356617	131360826	4210	+	0	overlapStart	0	RAN
chr12	13152982	13153011	30	*	X1435	50865	13127799	13153243	25445	-	0	inside	231	HEBP1
chr12	13152982	13153011	30	*	X1435	93164	13153376	13157764	4389	+	364	upstream	364	HTR7P1
chr12	13153028	13153068	41	*	X1436	50865	13127799	13153243	25445	-	0	inside	174	HEBP1
chr12	13153028	13153068	41	*	X1436	93164	13153376	13157764	4389	+	307	upstream	307	HTR7P1
chr1	213188879	213188889	11	*	X1440	90806	213165524	213189168	23645	-	0	inside	278	ANGEL2
chr1	213188942	213189214	273	*	X1441	90806	213165524	213189168	23645	-	0	overlapStart	0	ANGEL2
chr12	13197143	13197513	371	*	X1442	57613	13197315	13236383	39069	+	0	overlapStart	0	FAM234B
chr12	132195254	132195847	594	*	X1443	6433	132195632	132284283	88652	+	0	overlapStart	0	SFSWAP
chr12	132379192	132379339	148	*	X1444	8408	132379279	132407707	28429	+	0	overlapStart	0	ULK1
chr12	132434498	132434571	74	*	X1446	57634	132434465	132565011	130547	+	0	inside	32	EP400
chr12	132628796	132629082	287	*	X1447	317781	132621140	132628880	7741	-	0	overlapStart	0	DDX51
chr12	132628796	132629082	287	*	X1447	79050	132628993	132636986	7994	+	0	overlapStart	0	NOC4L
chr12	133263988	133264086	99	*	X1448	192111	133264635	133299323	34689	+	548	upstream	548	PGAM5
chr12	133263988	133264086	99	*	X1448	5426	133200348	133263945	63598	-	42	upstream	42	POLE
chr12	133263988	133264086	99	*	X1448	5827	133264192	133281577	17386	+	105	upstream	105	PXMP2
chr12	133264125	133264182	58	*	X1449	192111	133264635	133299323	34689	+	452	upstream	452	PGAM5
chr12	133264125	133264182	58	*	X1449	5426	133200348	133263945	63598	-	179	upstream	179	POLE
chr12	133264125	133264182	58	*	X1449	5827	133264192	133281577	17386	+	9	upstream	9	PXMP2
chr12	133264194	133264218	25	*	X1450	192111	133264635	133299323	34689	+	416	upstream	416	PGAM5
chr12	133264194	133264218	25	*	X1450	5426	133200348	133263945	63598	-	248	upstream	248	POLE
chr12	133264194	133264218	25	*	X1450	5827	133264192	133281577	17386	+	0	inside	1	PXMP2
chr12	133338735	133339018	284	*	X1452	23141	133302254	133338451	36198	-	283	upstream	283	ANKLE2
chr12	133405325	133405742	418	*	X1453	2802	133345495	133405426	59932	-	0	overlapStart	0	GOLGA3
chr12	133706839	133707073	235	*	X1460	101060200	133696555	133707059	10505	-	0	overlapStart	0	ZNF891
chr12	133706839	133707073	235	*	X1460	10795	133707213	133783697	76485	+	139	upstream	139	ZNF268
chr12	133706839	133707073	235	*	X1460	7556	133707213	133736049	28837	+	139	upstream	139	ZNF10
chr12	133707165	133707303	139	*	X1461	101060200	133696555	133707059	10505	-	105	upstream	105	ZNF891
chr12	133707165	133707303	139	*	X1461	10795	133707213	133783697	76485	+	0	overlapStart	0	ZNF268
chr12	133707165	133707303	139	*	X1461	7556	133707213	133736049	28837	+	0	overlapStart	0	ZNF10
chr1	214454200	214454326	127	*	X1463	56950	214454565	214510477	55913	+	238	upstream	238	SMYD2
chr12	14518600	14518768	169	*	X1464	55729	14518611	14651697	133087	+	0	overlapStart	0	ATF7IP
chr1	214776583	214776594	12	*	X1469	1063	214776532	214837914	61383	+	0	inside	50	CENPF
chr1	215740534	215740836	303	*	X1470	51133	215740735	215795149	54415	+	0	overlapStart	0	KCTD3
chr12	16035037	16035729	693	*	X1471	11171	16035288	16056410	21123	+	0	overlapStart	0	STRAP
chr12	16064240	16064581	342	*	X1472	51071	16064186	16190315	126130	+	0	inside	53	DERA
chr1	217804392	217804411	20	*	X1473	128153	217804695	218040484	235790	+	283	upstream	283	SPATA17
chr1	217804392	217804411	20	*	X1473	55105	217603834	217804409	200576	-	0	overlapStart	0	GPATCH2
chr12	1800287	1800296	10	*	X1474	79602	1800247	1897845	97599	+	0	inside	39	ADIPOR2
chr1	218458334	218458502	169	*	X1475	51018	218458629	218511325	52697	+	126	upstream	126	RRP15
chr1	218458623	218458823	201	*	X1476	51018	218458629	218511325	52697	+	0	overlapStart	0	RRP15
chr1	218519200	218519467	268	*	X1477	728463	218517538	218519020	1483	-	179	upstream	179	TGFB2-AS1
chr1	219347194	219347370	177	*	X1479	127018	219347192	219386207	39016	+	0	inside	1	LYPLAL1
chr1	219347194	219347370	177	*	X1479	643723	219254317	219347130	92814	-	63	upstream	63	LYPLAL1-DT
chr12	19592430	19592639	210	*	X1480	121536	19592608	19675173	82566	+	0	overlapStart	0	AEBP2
chr1	220219754	220219770	17	*	X1481	2058	220141942	220220000	78059	-	0	inside	229	EPRS1
chr1	220219788	220219886	99	*	X1482	2058	220141942	220220000	78059	-	0	inside	113	EPRS1
chr1	220267485	220267605	121	*	X1483	55699	220267455	220321383	53929	+	0	inside	29	IARS2
chr1	220267635	220267696	62	*	X1484	55699	220267455	220321383	53929	+	0	inside	179	IARS2
chr1	220267743	220267845	103	*	X1485	55699	220267455	220321383	53929	+	0	inside	287	IARS2
chr1	220445641	220445805	165	*	X1488	25782	220321610	220445843	124234	-	0	inside	37	RAB3GAP2
chr1	220446001	220446031	31	*	X1489	25782	220321610	220445843	124234	-	157	upstream	157	RAB3GAP2
chr1	22109512	22109666	155	*	X1490	84196	22004792	22109688	104897	-	0	inside	21	USP48
chr1	22109688	22109726	39	*	X1491	84196	22004792	22109688	104897	-	0	overlapStart	0	USP48
chr12	2113376	2113640	265	*	X1492	196513	2050757	2113677	62921	-	0	inside	36	DCP1B
chr12	21590677	21590784	108	*	X1493	79912	21590538	21624182	33645	+	0	inside	138	PYROXD1
chr12	22697229	22697728	500	*	X1496	9847	22601518	22697452	95935	-	0	overlapStart	0	C2CD5
chr12	22778054	22778281	228	*	X1497	55500	22778076	22843608	65533	+	0	overlapStart	0	ETNK1
chr1	222885924	222885943	20	*	X1498	148362	222885906	222906106	20201	+	0	inside	17	BROX
chr1	222886484	222886604	121	*	X1499	64853	222841355	222886526	45172	-	0	overlapStart	0	AIDA
chr1	222988398	222988613	216	*	X1500	84976	222988431	223179337	190907	+	0	overlapStart	0	DISP1
chr1	22379158	22379300	143	*	X1501	998	22379120	22419436	40317	+	0	inside	37	CDC42
chr1	224033602	224033619	18	*	X1508	7159	223967595	224033674	66080	-	0	inside	54	TP53BP2
chr1	224033836	224033967	132	*	X1509	7159	223967595	224033674	66080	-	161	upstream	161	TP53BP2
chr1	224301771	224302076	306	*	X1510	23219	224301789	224349749	47961	+	0	overlapStart	0	FBXO28
chr1	224518060	224518259	200	*	X1511	4931	224415036	224517891	102856	-	168	upstream	168	NVL
chr1	224544671	224544682	12	*	X1512	29097	224544513	224567153	22641	+	0	inside	157	CNIH4
chr1	224621765	224621797	33	*	X1513	80232	224572845	224622001	49157	-	0	inside	203	WDR26
chr1	224621837	224622082	246	*	X1514	80232	224572845	224622001	49157	-	0	overlapStart	0	WDR26
chr1	224622613	224622862	250	*	X1515	80232	224572845	224622001	49157	-	611	upstream	611	WDR26
chr1	225117427	225117732	306	*	X1516	127602	225117356	225586996	469641	+	0	inside	70	DNAH14
chr12	25403779	25403789	11	*	X1517	3845	25358180	25403863	45684	-	0	inside	73	KRAS
chr1	225965481	225965544	64	*	X1522	6726	225965515	225978168	12654	+	0	overlapStart	0	SRP9
chr1	225997822	225997970	149	*	X1523	2052	225997797	226033262	35466	+	0	inside	24	EPHX1
chr1	225997982	225998182	201	*	X1524	2052	225997797	226033262	35466	+	0	inside	184	EPHX1
chr1	226070252	226070326	75	*	X1526	9725	226033233	226070420	37188	-	0	inside	93	TMEM63A
chr1	226111772	226112007	236	*	X1527	10637	226073982	226112040	38059	-	0	inside	32	LEFTY1
chr1	226111772	226112007	236	*	X1527	29920	226107577	226112040	4464	-	0	inside	32	PYCR2
chr1	226186928	226187058	131	*	X1528	163859	226170403	226187066	16664	-	0	inside	7	SDE2
chr1	226250412	226250785	374	*	X1529	3020	226250408	226259703	9296	+	0	inside	3	H3-3A
chr1	226250412	226250785	374	*	X1529	440926	226251678	226259703	8026	+	892	upstream	892	H3P6
chr1	226374378	226374429	52	*	X1531	64746	226332380	226374423	42044	-	0	overlapStart	0	ACBD3
chr1	226374447	226374459	13	*	X1532	64746	226332380	226374423	42044	-	23	upstream	23	ACBD3
chr1	226496411	226497237	827	*	X1533	286826	226418850	226497449	78600	-	0	inside	211	LIN9
chr1	226595635	226595821	187	*	X1534	142	226548392	226595801	47410	-	0	overlapStart	0	PARP1
chr12	27090752	27090917	166	*	X1536	26127	27091305	27119581	28277	+	387	upstream	387	FGFR1OP2
chr12	27090931	27091040	110	*	X1537	26127	27091305	27119581	28277	+	264	upstream	264	FGFR1OP2
chr12	27090931	27091040	110	*	X1537	55726	27058112	27091254	33143	-	0	inside	213	INTS13
chr12	27091060	27091115	56	*	X1538	26127	27091305	27119581	28277	+	189	upstream	189	FGFR1OP2
chr12	27091060	27091115	56	*	X1538	55726	27058112	27091254	33143	-	0	inside	138	INTS13
chr12	27167236	27167237	2	*	X1541	51768	27124506	27167339	42834	-	0	inside	101	TM7SF3
chr12	27397211	27397342	132	*	X1542	23012	27397078	27478890	81813	+	0	inside	132	STK38L
chr1	227506011	227506206	196	*	X1543	8476	227177566	227505826	328261	-	184	upstream	184	CDC42BPA
chr1	227506921	227507034	114	*	X1544	8476	227177566	227505826	328261	-	1094	upstream	1094	CDC42BPA
chr1	22778453	22778564	112	*	X1545	9923	22778344	22857650	79307	+	0	inside	108	ZBTB40
chr12	27863526	27863997	472	*	X1546	60488	27863706	27909237	45532	+	0	overlapStart	0	MRPS35
chr1	227922809	227923023	215	*	X1547	65094	227918890	227923112	4223	-	0	inside	88	JMJD4
chr1	227923187	227923297	111	*	X1548	65094	227918890	227923112	4223	-	74	upstream	74	JMJD4
chr1	227923312	227923345	34	*	X1549	65094	227918890	227923112	4223	-	199	upstream	199	JMJD4
chr12	27933187	27933473	287	*	X1550	57542	27933187	27955973	22787	+	0	inside	0	KLHL42
chr1	228270358	228270509	152	*	X1552	375	228270361	228286913	16553	+	0	overlapStart	0	ARF1
chr1	228353394	228353650	257	*	X1554	200205	228353429	228369958	16530	+	0	overlapStart	0	IBA57
chr1	228645120	228645604	485	*	X1557	128312	228645808	228646259	452	+	203	upstream	203	H2BU1
chr1	228645120	228645604	485	*	X1557	92815	228645065	228645560	496	-	0	overlapStart	0	H2AW
chr1	228646249	228646270	22	*	X1558	92815	228645065	228645560	496	-	688	upstream	688	H2AW
chr1	228646288	228646509	222	*	X1559	92815	228645065	228645560	496	-	727	upstream	727	H2AW
chr1	228674273	228674314	42	*	X1560	149603	228675068	228683889	8822	+	753	upstream	753	RNF187
chr1	228674391	228674413	23	*	X1561	149603	228675068	228683889	8822	+	654	upstream	654	RNF187
chr1	228674427	228674437	11	*	X1562	149603	228675068	228683889	8822	+	630	upstream	630	RNF187
chr1	228674822	228674850	29	*	X1563	149603	228675068	228683889	8822	+	217	upstream	217	RNF187
chr12	2904120	2904341	222	*	X1564	2288	2904108	2914587	10480	+	0	inside	11	FKBP4
chr12	2921869	2922288	420	*	X1565	55846	2921787	2939770	17984	+	0	inside	81	ITFG2
chr12	29301954	29301973	20	*	X1566	55711	29301936	29488549	186614	+	0	inside	17	FAR2
chr12	29302016	29302089	74	*	X1567	55711	29301936	29488549	186614	+	0	inside	79	FAR2
chr1	229406938	229407077	140	*	X1568	5867	229406809	229441640	34832	+	0	inside	128	RAB4A
chr1	229643959	229644281	323	*	X1570	55746	229577044	229644088	67045	-	0	overlapStart	0	NUP133
chr1	229761246	229761276	31	*	X1571	9816	229761981	229795946	33966	+	704	upstream	704	URB2
chr1	229761307	229761391	85	*	X1572	9816	229761981	229795946	33966	+	589	upstream	589	URB2
chr1	229761932	229762053	122	*	X1573	27097	229728866	229761794	32929	-	137	upstream	137	TAF5L
chr1	229761932	229762053	122	*	X1573	9816	229761981	229795946	33966	+	0	overlapStart	0	URB2
chr1	230778193	230778426	234	*	X1577	22796	230778202	230829731	51530	+	0	overlapStart	0	COG2
chr12	30848790	30848825	36	*	X1578	10526	30781915	30848929	67015	-	0	inside	103	IPO8
chr12	30848840	30848861	22	*	X1579	10526	30781915	30848929	67015	-	0	inside	67	IPO8
chr1	231376742	231377157	416	*	X1581	128061	231359509	231376924	17416	-	0	overlapStart	0	C1orf131
chr1	231376742	231377157	416	*	X1581	8443	231376919	231413719	36801	+	0	overlapStart	0	GNPAT
chr12	31478925	31478937	13	*	X1583	58516	31433520	31479159	45640	-	0	inside	221	SINHCAF
chr12	31478956	31478999	44	*	X1584	58516	31433520	31479159	45640	-	0	inside	159	SINHCAF
chr12	31479036	31479051	16	*	X1585	58516	31433520	31479159	45640	-	0	inside	107	SINHCAF
chr1	231664387	231664575	189	*	X1588	100303453	231664399	232177019	512621	+	0	overlapStart	0	TSNAX-DISC1
chr1	231664387	231664575	189	*	X1588	7257	231664399	231702269	37871	+	0	overlapStart	0	TSNAX
chr12	31743089	31743222	134	*	X1589	100874249	31742857	31768285	25429	+	0	inside	231	DENND5B-AS1
chr12	32112302	32112414	113	*	X1590	55196	32112353	32146043	33691	+	0	overlapStart	0	RESF1
chr12	32259927	32259990	64	*	X1591	636	32260185	32531141	270957	+	194	upstream	194	BICD1
chr12	32832231	32832292	62	*	X1592	10059	32832137	32898584	66448	+	0	inside	93	DNM1L
chr12	32908764	32908854	91	*	X1593	51067	32899478	32908887	9410	-	0	inside	32	YARS2
chr12	32908914	32908950	37	*	X1594	51067	32899478	32908887	9410	-	26	upstream	26	YARS2
chr12	32908965	32908984	20	*	X1595	51067	32899478	32908887	9410	-	77	upstream	77	YARS2
chr1	23345762	23346118	357	*	X1596	23028	23345941	23410184	64244	+	0	overlapStart	0	KDM1A
chr12	34175417	34175557	141	*	X1597	84920	34175216	34181236	6021	+	0	inside	200	ALG10
chr1	234509091	234509613	523	*	X1598	388753	234509214	234519795	10582	+	0	overlapStart	0	COA6
chr1	234745814	234745961	148	*	X1601	359948	234740015	234745271	5257	-	542	upstream	542	IRF2BP2
chr1	234746058	234746163	106	*	X1602	359948	234740015	234745271	5257	-	786	upstream	786	IRF2BP2
chr1	234746529	234746850	322	*	X1603	359948	234740015	234745271	5257	-	1257	upstream	1257	IRF2BP2
chr1	235292011	235292362	352	*	X1604	677802	235291118	235291252	135	-	758	upstream	758	SNORA14B
chr1	235292011	235292362	352	*	X1604	9804	235272658	235292256	19599	-	0	overlapStart	0	TOMM20
chr1	235292411	235292458	48	*	X1605	677802	235291118	235291252	135	-	1158	upstream	1158	SNORA14B
chr1	235292411	235292458	48	*	X1605	9804	235272658	235292256	19599	-	154	upstream	154	TOMM20
chr1	235324421	235324713	293	*	X1606	23029	235294498	235324772	30275	-	0	inside	58	RBM34
chr1	235492166	235492186	21	*	X1607	51742	235294498	235491532	197035	-	633	upstream	633	ARID4B
chr1	236305876	236306084	209	*	X1608	7107	236305832	236372209	66378	+	0	inside	43	GPR137B
chr1	236445056	236445068	13	*	X1611	56605	236378422	236445339	66918	-	0	inside	270	ERO1B
chr1	236445084	236445209	126	*	X1612	56605	236378422	236445339	66918	-	0	inside	129	ERO1B
chr1	23670690	23670774	85	*	X1613	10236	23636276	23670853	34578	-	0	inside	78	HNRNPR
chr1	236958610	236959081	472	*	X1614	4548	236958581	237067281	108701	+	0	inside	28	MTR
chr12	38710614	38710733	120	*	X1615	144245	38710557	38723528	12972	+	0	inside	56	ALG10B
chr12	39836746	39836947	202	*	X1620	55605	39687030	39837192	150163	-	0	inside	244	KIF21A
chr12	39836966	39837188	223	*	X1621	55605	39687030	39837192	150163	-	0	inside	3	KIF21A
chr1	24018250	24018431	182	*	X1622	6135	24018269	24022915	4647	+	0	overlapStart	0	RPL11
chr12	40499370	40499542	173	*	X1624	114134	40148823	40499661	350839	-	0	inside	118	SLC2A13
chr12	40499756	40499793	38	*	X1625	114134	40148823	40499661	350839	-	94	upstream	94	SLC2A13
chr1	24069888	24070103	216	*	X1626	6924	24069856	24088549	18694	+	0	inside	31	ELOA
chr1	24104903	24105126	224	*	X1627	100506963	24086872	24104787	17916	-	115	upstream	115	ELOA-AS1
chr1	24104903	24105126	224	*	X1627	57095	24104876	24114722	9847	+	0	inside	26	PITHD1
chr1	241682793	241683018	226	*	X1632	2271	241660857	241683085	22229	-	0	inside	66	FH
chr1	241803425	241803447	23	*	X1633	23596	241756452	241803701	47250	-	0	inside	253	OPN3
chr1	241803492	241803655	164	*	X1634	23596	241756452	241803701	47250	-	0	inside	45	OPN3
chr12	42538382	42538476	95	*	X1636	283464	42475648	42538673	63026	-	0	inside	196	GXYLT1
chr12	42538514	42538652	139	*	X1637	283464	42475648	42538673	63026	-	0	inside	20	GXYLT1
chr12	42719783	42719815	33	*	X1638	51535	42719947	42853517	133571	+	131	upstream	131	PPHLN1
chr12	42719783	42719815	33	*	X1638	85437	42705888	42719932	14045	-	0	inside	116	ZCRB1
chr1	24285557	24285599	43	*	X1639	55629	24286301	24289949	3649	+	701	upstream	701	PNRC2
chr1	24286245	24286266	22	*	X1640	55629	24286301	24289949	3649	+	34	upstream	34	PNRC2
